,content
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_6,義ハ難渋人給物融通向第一ニいたし候趣意ニ付御役人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_7,之義も同断可相心得尤番非人之義ハ有来通御役所ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_147.csv_1,又ハ流家多宿等指支ニ付土州表へ指入不申趣御国内之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_147.csv_2,難渋指見候ニ付御境目御番處ニおゐて親切ニ申聞置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_147.csv_3,一御国人別之者四国辺路罷出度村役人手許へ切手願ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_148.csv_1,不残御境目ニおゐて追拂可申付候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_148.csv_2,一御国人別流民之外乞食野宿幷稼辺路と唱候者之義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_148.csv_3,但御国人別流民ニ而袖乞野宿せしめ居候者之義ハ是迄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_1,一盗賊付火をも可仕候様之胡乱者ハ早速召捕御郡代
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_2,一世間者と相唱候他国胡乱者御境目追拂方之義者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_3,送り出候村方ゟ直ニ御境目へ相送り追拂候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_4,人数之處へ御番人承知印相受罷帰り与頭庄屋
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_5,手許へ指出候得ハ村々相都与頭庄屋ゟ御役處へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_149.csv_6,役人共付添最寄御境目ニおゐて追拂之上国處名面帳面ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_150.csv_1,相認御役處へ可指出候尤毎年其地ニ致住居其所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_150.csv_2,猶以切手所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ追出シ幷
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_150.csv_3,他国無切手幷胡乱者四国辺路之類度々御取究被仰付候得共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_150.csv_4,遂穿鑿役人共付添最寄御境目ニおゐて追拂之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_150.csv_5,国處名面帳面ニ相認御郡代處へ可指候且向後之義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_151.csv_1,市郷之者御制服之儀能相守候趣相聞候尚
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_151.csv_2,此上相弛ミ不申様可相心得旨御仕置被申聴候趣
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_152.csv_1,東條勘左衛門へ御渡成候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_152.csv_2,御演達書写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_153.csv_1,内壱人御用候条来廿日五ツ半時可罷出候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_154.csv_1,御□□□之写□□【綴代にて読めず】
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_1,一處々御境目ゟ入込候四国辺路之義日数十五日切と
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_2,入切手ニ相認相渡候様与頭庄屋共ゟ御番人へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_3,一加田舩之義ハ御役場ニ而取究向遂指図可申事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_4,一市中幷御山下村浦之義ハ辺路報謝札相渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_5,【貼り紙】此御演舌之義ハ處々ゟ一時ニ召捕御役場へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_6,引出候而ハ御了簡之難被成御趣ニ而与頭庄屋共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_155.csv_7,可申様之御意味ニ被仰付候義ニ御座候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_156.csv_1,中折手本帳ニ而御坐候　　　【貼り紙】「何屋何兵衛到マテ」
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_156.csv_2,尤御定之賃銭差置候様申付置候且又
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_158.csv_1,右之通書上候処相違無御座候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_158.csv_2,以急書啓上仕候時下餘寒強御座候所益御壮
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_158.csv_3,栄可被成御成勤欣喜之至ニ奉存候然ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_158.csv_4,毎々御多忙之御中御面倒之御義申上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_158.csv_5,東様御掛りニ而厳敷御手當被仰付候間
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_1,自然右之もの御地邊へ通行罷在候義も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_2,難計御座候間何卒御厚配被成候若
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_3,居合候ハヽ其處ニ御召捕押置急達當
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_4,方迄御知セ被下候様此度左候候ハヽ彼之地
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_5,御掛り様ゟ御出張御座候間何様ニも無
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_6,御油断御配慮之程奉願候先ハ右之段
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_159.csv_7,得貴意度如斯御座候早々頓首
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_1,御制服被仰渡御趣意書写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_2,質素倹約御制服之義尓【于ヵ】度々觸達
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_3,御取究被仰付而も近年之模様他国江
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_4,出銀不少懸ニ相見右之懸ニ而者追々御国力
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_5,不弁之者共御制服相用候様之處ニ不相
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_6,御趣意ニ付市中幷冨岡四軒屋町
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_160.csv_7,とも不都合之賣買不仕様御取究被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_162.csv_1,御聴候随而右風雨ニ付格別難渋ニ及候者共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_1,下助任村御駕年寄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_2,下八万村御駕之者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_3,下八万村御小人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_4,日開村御小人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_5,中田村御馬捕
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_6,庄村御馬飼料役
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_163.csv_7,下助任村御路次之者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_164.csv_1,大谷村御掃除之者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_164.csv_2,方上村御番人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_164.csv_3,支配頭ゟ相仕出可申御趣被仰付候御端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_165.csv_1,當手崎之義地盤御山下引受候場所ニ而格別
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_165.csv_2,八月手崎御振替名面御指入ニ付而ハ猶亦
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_165.csv_3,百通ニ相及右ニ相順シ臨時御用方之義も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_165.csv_4,為取調候得共御役所ニ而手懸之分當年内ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_165.csv_5,盤御人少之上近比格別御用繁ニ付相溜り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_166.csv_1,御役場手懸之株も先其方共へ取調方相渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_166.csv_2,夫々正月廿一日御役場へ罷出案内可申出事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_166.csv_3,但御役場ニ而相手懸可申株之義ハ呼懸之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_166.csv_4,御役場御用繁ニ付取頻難手懸又延々ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_168.csv_1,昨巳年八月以来於御役所様御受取成候出入目安
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_168.csv_2,御渡被遊右手懸向申上書一巻
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_1,當手崎之儀地盤御山下引受候場所ニ而格別
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_2,御振替名面御指入ニ付而ハ猶亦繁雑ニ相成既ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_3,臨時御用方之義も多端ニ相成手代共早勤をも申付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_4,取頻為取調候得共御役所ニ而手懸之分當年内中ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_5,重々繰合候得共手代共儀者地盤御人少之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_169.csv_6,近比格別御用繁ニ付相溜り候出入筋数株
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_170.csv_1,以来相溜り候出入御役場手懸之株も先其方共へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_170.csv_2,正月廿一日御役場へ罷出案内可申事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_170.csv_3,但御役場ニ而相手懸可申株之義ハ呼懸之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_170.csv_4,御役場御用繁ニ付取頻難手懸亦延々ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_173.csv_1,御用之都合ニ寄折ニハ帰宅も可仕候ニ付其砌
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_173.csv_2,是非共市中御役所近ニおゐて
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_173.csv_3,候様被仰付候而ハ如何可有御座哉
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_173.csv_4,一預米出入を始其餘出入之趣ニ寄御家来【一字ミセ消ち】中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_173.csv_5,御家来幷ニ御支配違之者共へ専御呼出成候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_175.csv_1,右ハ午正月廿二日御郡代所へ指上候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_176.csv_1,御端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_176.csv_2,御手代端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_176.csv_3,御奉行処被仰付候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_176.csv_4,但御役所手懸當り之儀ハ其時々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_177.csv_1,與頭済口之通違犯無之様御役所ニ而
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_177.csv_2,正月廿九日御郡代様御口達之旨
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_177.csv_3,旅宿ゟ直様先相仕舞置候様追而御聞届
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_177.csv_4,之御趣意被仰渡候筈右様無之候而ハ出入人共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_178.csv_1,明二日社日ニ御座候而作方第一之祖神郷分
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_178.csv_2,御座候ニ付而ハ此度之手懸休日ニ仕度奉存候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_178.csv_3,御上書ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_179.csv_1,株又ハいまた手懸相調不申株とも御日限切ニ相成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_179.csv_2,申ニ付奉返上御座候分夫々手懸向申談存寄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_179.csv_3,候得共御日限切ニ相成無拠相後レ迷惑ニ相成候懸り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_179.csv_4,同役共へ御渡可被仰付哉随而右様被仰付ニおゐてハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_179.csv_5,當郡之義者他郡と相違諸出入多御座候ニ付何分
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_180.csv_1,唱も可有御座哉尤地盤御渡成居申株之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_181.csv_1,當三月四日以来諸出入之儀於御役場ニ御行着
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_181.csv_2,可被仰付株ハ御役場ニ而御手懸被仰付度其余
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_181.csv_3,地合與頭庄屋へ御渡被仰付候分之義ハ此度
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_181.csv_4,御手代黄紙御端書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_181.csv_5,御引上之出入物を始メ三月四日以来出入手懸向共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_182.csv_1,候様被仰付御引上之壱巻直逢之者へ夫々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_182.csv_2,追々ニ御配書を以相渡御役所手懸之分ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_183.csv_1,當手崎之儀地盤格別御用多候上昨年八月勝浦郡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_183.csv_2,御振替名西郡御指入ニ付尚又繁雑ニ相成候ニ付而ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_183.csv_3,諸出入御役場ニ相溜り候分且當二月廿四日迄之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_184.csv_1,可遂了簡候尤當三月四日以来目安出入之義ハ御役場
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_1,此度再應御渡被仰付候諸出入行着方之儀頃日
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_2,又ハ田植時期ニ相及何れも農繁ニ御座候所ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_3,相調不申候義ニ御座候實ニ此節之天氣合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_4,麦取入第一之義ニ御座候尚又降旬御座候得ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_5,手抜難相調義ハ無餘儀次第ニ御座候間今
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_6,暫之間手懸向御指延被仰付度方ニ哉ニ奉
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_185.csv_7,懸可申義ニ御座候尤も前顕植付幷ニ取入相済
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_186.csv_1,申上候様被仰付候而ハ如何可有御座哉只今ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_186.csv_2,御下知被仰付可被下候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_187.csv_1,申出之通農繁相違無御座来月ゟ六月へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_187.csv_2,少も相暇無御座兵右衛門義御役所御都合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_187.csv_3,押計り来月十日御會釋仕候義と相察
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_187.csv_4,申義ニ御座候付而ハ此當時指急キ無拠之分者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_187.csv_5,只今ゟ御用方繰合置手都合仕候様相成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_1,御勝手方之義従来御不如意ニ有之彼是御繰合を以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_2,兎も角御取續ニ相成候處去ル辰年
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_3,禁裏御所方御普請御手傳被蒙
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_4,仰且先達而御両国而已ならす江戸表とも地震風損
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_5,ニ付御失費廣大之御事ニ被為在其時々無御據
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_6,於両都ニ御借銀被　仰付指向候御用途御指配ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_7,相調候姿ニ候得とも御指支ニ相成御繰合方彼是
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_8,御評義被　仰付候折柄昨春八丁堀御屋敷御類燒
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_9,ニ付ても是又御失却不少右様御入目筋御打重りニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_10,相成候御義ニ而最早御日用御仕送り方へも御指支と
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_11,御跡後ニ相成候御勝手方之義故犇と御行噤御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_12,仕送之道難相立尚又打返シ御評義被仰付尤
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_13,容易ニ歩懸等之義ハ難被仰付如何様とも御都合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_14,可仕旨厚被　仰出候御事ニ候得共是迄種々御繰合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_189.csv_15,をも尽候上之義外ニ御取凌之道無之ニ付先達
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_1,御行詰之御場合餘ニ御出處も無之再三御評義之懸達
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_2,御聴無御據三歩半懸被　仰付旨被　仰出候御事ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_3,候条右之趣御家中之面々奉承知御年限中尚更
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_4,質素倹約相守御奉公取續候様可有之候随而
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_5,ヲ以米六拾目麦三拾目建ニ被　仰付将又御年限中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_6,歩一高格懸り不時拝借返上之義ハ御用捨被　仰付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_7,諸士御役銀勧農井関割符米之義ハ割合を以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_8,被　召上候此段各ゟ御家中之面々大里住池田三名士江
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_9,申聞候京大坂之義ハ彼地住之面々其外御扶持方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_10,御合力等被下候者共へも可申聞旨右御留主居へ可被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_11,相達候且知行等被下候寺社幷町御奉行御郡代江者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_12,寺社領町人御扶持方在々小高取切田取地高
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_190.csv_13,被下候者其外末々御宛行之内も同断被　召上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_1,但御仕解拝料銀之義利足五朱之處去ル卯年
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_2,格別之御評義を以利足弐朱五毛ニ被仰付義ニ而
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_3,御年限中相當御弛メ被仰付幷指替引當
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_4,拝借之義も同断御弛メ被仰付候条拝借有之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_5,向者上納方御蔵奉行之面々承合候様可有之事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_6,一黄紙御小切ニ曰
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_7,右之通御配被仰付候ニ付中折手本帳ニ仕奉指上書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_8,此度歩懸り被召上候ニ付郡中御扶持
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_191.csv_9,御支配給銀等被下置候者共人別被下置候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_192.csv_1,一弐人御扶持方銀札五百五拾目
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_192.csv_2,津田川口御番同所魚御分一處
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_192.csv_3,帳元役御用兼帯
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_192.csv_4,津田魚御分一所小手代
